customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,estimated_clv,subscription_score,loyalty_score,customer_value_tier,purchase_norm,review_norm,previous_purchase_norm,subscription_numeric,customer_health_score,health_status,cluster,customer_segment
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,3.7,No,Free Shipping,Yes,28,Debit Card,Annually,Senior,365,2813,0,28,Premium,0.9625000000000001,0.4800000000000002,0.5510204081632653,0,64.63,Healthy,2,Premium Customers
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,31,Credit Card,Weekly,Senior,7,1440,0,31,Gold,0.3125,0.72,0.6122448979591836,0,45.27,Average,3,Loyal Customers
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,50,Venmo,Quarterly,Adult,90,3570,0,50,Premium,0.625,0.6399999999999999,1.0,0,67.8,Healthy,2,Premium Customers
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,42,Venmo,Quarterly,Middle-aged,90,2408,0,42,Premium,0.45000000000000007,0.6000000000000001,0.836734693877551,0,55.1,Average,3,Loyal Customers
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,18,Credit Card,Fortnightly,Adult,14,1045,0,18,Silver,0.4375,1.0,0.346938775510204,0,47.91,Average,1,High-Spending Customers
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,6,Credit Card,Fortnightly,Middle-aged,14,322,0,6,Bronze,0.32500000000000007,0.2400000000000002,0.10204081632653061,0,20.86,At Risk,0,At-Risk Customers
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,33,Venmo,Monthly,Young Adult,30,3230,0,33,Premium,0.9375,0.6000000000000001,0.6530612244897959,0,69.09,Healthy,2,Premium Customers
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly,Young Adult,14,1232,0,13,Silver,0.8500000000000001,0.28000000000000025,0.24489795918367344,0,46.95,Average,1,High-Spending Customers
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,26,PayPal,Annually,Middle-aged,365,2484,0,26,Premium,0.9000000000000001,0.56,0.510204081632653,0,62.51,Healthy,2,Premium Customers
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,17,Cash,Annually,Adult,365,882,0,17,Silver,0.36250000000000004,0.56,0.32653061224489793,0,35.5,At Risk,0,At-Risk Customers
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,3,Debit Card,Weekly,Middle-aged,7,356,0,3,Bronze,0.8625,0.8,0.04081632653061225,0,51.72,Average,1,High-Spending Customers
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,7,PayPal,Weekly,Young Adult,7,176,0,7,Bronze,0.025000000000000022,0.7600000000000002,0.12244897959183673,0,19.87,At Risk,0,At-Risk Customers
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,46,Venmo,Fortnightly,Young Adult,14,2867,0,46,Premium,0.5125000000000001,0.2400000000000002,0.9183673469387754,0,52.85,Average,3,Loyal Customers
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,14,Venmo,Every 3 Months,Middle-aged,90,435,0,14,Bronze,0.11250000000000004,0.15999999999999992,0.26530612244897955,0,15.66,At Risk,0,At-Risk Customers
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,23,Bank Transfer,Annually,Adult,365,1968,0,23,Gold,0.7750000000000001,0.4800000000000002,0.44897959183673464,0,54.07,Average,1,High-Spending Customers
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,20,Credit Card,Every 3 Months,Senior,90,1974,0,20,Gold,0.925,0.28000000000000025,0.38775510204081626,0,54.23,Average,1,High-Spending Customers
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,38,Bank Transfer,Fortnightly,Middle-aged,14,3861,0,38,Premium,0.9875,0.40000000000000013,0.7551020408163265,0,70.15,Healthy,2,Premium Customers
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,16,Venmo,Every 3 Months,Young Adult,90,1003,0,16,Silver,0.48750000000000004,0.20000000000000018,0.3061224489795918,0,32.68,At Risk,0,At-Risk Customers
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,48,Credit Card,Every 3 Months,Senior,90,4410,0,48,Premium,0.875,0.6399999999999999,0.9591836734693877,0,76.58,Healthy,2,Premium Customers
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,2-Day Shipping,Yes,8,Debit Card,Annually,Young Adult,365,900,0,8,Silver,1.0,0.52,0.14285714285714285,0,54.69,Average,1,High-Spending Customers
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,16,Bank Transfer,Monthly,Adult,30,1054,0,16,Silver,0.525,0.52,0.3061224489795918,0,40.58,Average,1,High-Spending Customers
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,5,Cash,Quarterly,Adult,90,468,0,5,Bronze,0.7250000000000001,0.6399999999999999,0.08163265306122448,0,44.25,Average,1,High-Spending Customers
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,14,Venmo,Every 3 Months,Young Adult,90,1410,0,14,Gold,0.925,0.8399999999999999,0.26530612244897955,0,61.76,Healthy,1,High-Spending Customers
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,18,Credit Card,Weekly,Adult,7,1406,0,18,Gold,0.675,0.0,0.346938775510204,0,37.41,At Risk,1,High-Spending Customers
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,14,Debit Card,Every 3 Months,Senior,90,780,0,14,Silver,0.4,0.4800000000000002,0.26530612244897955,0,33.56,At Risk,0,At-Risk Customers
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,5,Cash,Every 3 Months,Young Adult,90,486,0,5,Bronze,0.7625,0.52,0.08163265306122448,0,43.35,Average,1,High-Spending Customers
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,15,Credit Card,Every 3 Months,Senior,90,320,0,15,Bronze,0.0,0.040000000000000036,0.28571428571428564,0,9.37,At Risk,0,At-Risk Customers
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,3,Venmo,Every 3 Months,Senior,90,128,0,3,Bronze,0.15000000000000002,0.4800000000000002,0.04081632653061225,0,16.82,At Risk,0,At-Risk Customers
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,12,Cash,Every 3 Months,Middle-aged,90,819,0,12,Silver,0.5375000000000001,0.040000000000000036,0.22448979591836735,0,29.03,At Risk,0,At-Risk Customers
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,43,Cash,Every 3 Months,Middle-aged,90,3476,0,43,Premium,0.7375,0.2400000000000002,0.8571428571428571,0,60.01,Healthy,2,Premium Customers
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,35,Credit Card,Bi-Weekly,Young Adult,14,828,0,35,Silver,0.03750000000000003,0.0,0.693877551020408,0,22.32,At Risk,0,At-Risk Customers
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,36,Bank Transfer,Quarterly,Senior,90,2368,0,36,Premium,0.55,0.52,0.7142857142857142,0,53.83,Average,3,Loyal Customers
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,3,Cash,Quarterly,Young Adult,90,276,0,3,Bronze,0.6125,0.8,0.04081632653061225,0,41.72,Average,1,High-Spending Customers
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,27,Bank Transfer,Annually,Senior,365,1932,0,27,Gold,0.6125,0.3600000000000001,0.5306122448979591,0,47.62,Average,3,Loyal Customers
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,21,Bank Transfer,Weekly,Senior,7,528,0,21,Bronze,0.050000000000000044,0.56,0.4081632653061224,0,25.44,At Risk,0,At-Risk Customers
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,18,Venmo,Weekly,Senior,7,950,0,18,Silver,0.375,0.4800000000000002,0.346938775510204,0,35.01,At Risk,0,At-Risk Customers
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,16,Debit Card,Weekly,Young Adult,7,1649,0,16,Gold,0.9625000000000001,0.040000000000000036,0.3061224489795918,0,48.48,Average,1,High-Spending Customers
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,18,Venmo,Bi-Weekly,Middle-aged,14,1729,0,18,Gold,0.8875,0.3600000000000001,0.346938775510204,0,53.11,Average,1,High-Spending Customers
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,19,Bank Transfer,Bi-Weekly,Young Adult,14,740,0,19,Silver,0.21250000000000002,0.9600000000000002,0.36734693877551017,0,38.72,At Risk,0,At-Risk Customers
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,1,Cash,Annually,Middle-aged,365,110,0,1,Bronze,0.4375,0.56,0.0,0,28.7,At Risk,0,At-Risk Customers
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,39,Bank Transfer,Annually,Adult,365,2080,0,39,Gold,0.4,0.44000000000000017,0.7755102040816325,0,48.07,Average,3,Loyal Customers
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,49,Venmo,Monthly,Young Adult,30,4000,0,49,Premium,0.75,0.52,0.9795918367346937,0,69.79,Healthy,2,Premium Customers
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,43,Credit Card,Fortnightly,Senior,14,3476,0,43,Premium,0.7375,0.6000000000000001,0.8571428571428571,0,67.21,Healthy,2,Premium Customers
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,31,Debit Card,Every 3 Months,Middle-aged,90,736,0,31,Silver,0.03750000000000003,0.44000000000000017,0.6122448979591836,0,28.67,At Risk,0,At-Risk Customers
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,40,Venmo,Every 3 Months,Middle-aged,90,2993,0,40,Premium,0.6625000000000001,0.40000000000000013,0.7959183673469387,0,58.38,Average,2,Premium Customers
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,2,Bank Transfer,Bi-Weekly,Adult,14,297,0,2,Bronze,0.9875,0.6399999999999999,0.02040816326530612,0,52.91,Average,1,High-Spending Customers
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,46,PayPal,Every 3 Months,Young Adult,90,1034,0,46,Silver,0.025000000000000022,0.20000000000000018,0.9183673469387754,0,32.55,At Risk,3,Loyal Customers
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,35,Debit Card,Every 3 Months,Adult,90,2448,0,35,Premium,0.6000000000000001,0.7600000000000002,0.693877551020408,0,60.02,Healthy,2,Premium Customers
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,42,Credit Card,Quarterly,Young Adult,90,3956,0,42,Premium,0.9000000000000001,0.7600000000000002,0.836734693877551,0,76.3,Healthy,2,Premium Customers
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,3,Venmo,Fortnightly,Middle-aged,14,308,0,3,Bronze,0.7125,0.4800000000000002,0.04081632653061225,0,39.32,At Risk,1,High-Spending Customers
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,32,Debit Card,Every 3 Months,Senior,90,1221,0,32,Silver,0.21250000000000002,0.9199999999999999,0.6326530612244897,0,45.88,Average,3,Loyal Customers
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,48,Debit Card,Annually,Adult,365,3871,0,48,Premium,0.7375,0.15999999999999992,0.9591836734693877,0,61.48,Healthy,2,Premium Customers
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,34,Credit Card,Weekly,Senior,7,1785,0,34,Gold,0.38750000000000007,0.2400000000000002,0.673469387755102,0,40.5,Average,3,Loyal Customers
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,15,Bank Transfer,Quarterly,Middle-aged,90,432,0,15,Bronze,0.08750000000000002,0.6000000000000001,0.28571428571428564,0,24.07,At Risk,0,At-Risk Customers
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,22,Debit Card,Annually,Young Adult,365,529,0,22,Bronze,0.03750000000000003,0.20000000000000018,0.4285714285714285,0,18.36,At Risk,0,At-Risk Customers
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,2,Cash,Monthly,Senior,30,228,0,2,Bronze,0.7000000000000001,0.56,0.02040816326530612,0,39.81,At Risk,1,High-Spending Customers
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,30,Bank Transfer,Weekly,Adult,7,961,0,30,Silver,0.1375,0.3600000000000001,0.5918367346938774,0,30.46,At Risk,3,Loyal Customers
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,27,Cash,Monthly,Young Adult,30,1680,0,27,Gold,0.5,0.08000000000000007,0.5306122448979591,0,37.52,At Risk,3,Loyal Customers
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.7,No,Express,Yes,18,Venmo,Bi-Weekly,Senior,14,1881,0,18,Gold,0.9875,0.4800000000000002,0.346938775510204,0,59.51,Average,1,High-Spending Customers
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,8,Credit Card,Annually,Senior,365,333,0,8,Bronze,0.21250000000000002,0.20000000000000018,0.14285714285714285,0,16.79,At Risk,0,At-Risk Customers
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,48,Venmo,Fortnightly,Senior,14,2450,0,48,Premium,0.375,0.8,0.9591836734693877,0,59.78,Average,3,Loyal Customers
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,24,Cash,Monthly,Middle-aged,30,650,0,24,Bronze,0.07500000000000001,0.6399999999999999,0.4693877551020408,0,29.88,At Risk,0,At-Risk Customers
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,43,Credit Card,Monthly,Middle-aged,30,3784,0,43,Premium,0.825,1.0,0.8571428571428571,0,78.71,Healthy,2,Premium Customers
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,8,Cash,Quarterly,Young Adult,90,369,0,8,Bronze,0.26250000000000007,0.6000000000000001,0.14285714285714285,0,26.79,At Risk,0,At-Risk Customers
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,49,PayPal,Annually,Adult,365,1150,0,49,Silver,0.03750000000000003,0.9600000000000002,0.9795918367346937,0,50.09,Average,3,Loyal Customers
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,2,Credit Card,Bi-Weekly,Middle-aged,14,168,0,2,Bronze,0.45000000000000007,0.32000000000000006,0.02040816326530612,0,25.01,At Risk,0,At-Risk Customers
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,38,Cash,Fortnightly,Young Adult,14,2652,0,38,Premium,0.6000000000000001,0.6399999999999999,0.7551020408163265,0,59.45,Average,2,Premium Customers
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,4,Cash,Fortnightly,Middle-aged,14,240,0,4,Bronze,0.3500000000000001,0.44000000000000017,0.061224489795918366,0,24.64,At Risk,0,At-Risk Customers
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,31,Cash,Every 3 Months,Senior,90,2144,0,31,Gold,0.5875,0.20000000000000018,0.6122448979591836,0,45.87,Average,3,Loyal Customers
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,34,Debit Card,Every 3 Months,Middle-aged,90,3045,0,34,Premium,0.8375000000000001,0.6399999999999999,0.673469387755102,0,66.5,Healthy,2,Premium Customers
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,45,Credit Card,Monthly,Senior,30,2944,0,45,Premium,0.55,0.56,0.8979591836734693,0,60.14,Healthy,2,Premium Customers
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,30,Debit Card,Quarterly,Senior,90,2883,0,30,Premium,0.9125000000000001,0.6399999999999999,0.5918367346938774,0,67.06,Healthy,2,Premium Customers
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,2,Credit Card,Fortnightly,Young Adult,14,87,0,2,Bronze,0.11250000000000004,0.11999999999999988,0.02040816326530612,0,7.51,At Risk,0,At-Risk Customers
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,44,Venmo,Monthly,Young Adult,30,2790,0,44,Premium,0.525,0.9199999999999999,0.8775510204081631,0,65.73,Healthy,2,Premium Customers
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,1,Credit Card,Bi-Weekly,Adult,14,140,0,1,Bronze,0.625,0.8399999999999999,0.0,0,41.8,Average,1,High-Spending Customers
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,1,Venmo,Bi-Weekly,Middle-aged,14,184,0,1,Bronze,0.9000000000000001,0.0,0.0,0,36.0,At Risk,1,High-Spending Customers
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,27,Bank Transfer,Weekly,Adult,7,2212,0,27,Gold,0.7375,0.08000000000000007,0.5306122448979591,0,47.02,Average,1,High-Spending Customers
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,14,Debit Card,Every 3 Months,Young Adult,90,465,0,14,Bronze,0.1375,0.6000000000000001,0.26530612244897955,0,25.46,At Risk,0,At-Risk Customers
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,41,Cash,Weekly,Middle-aged,7,3486,0,41,Premium,0.7875000000000001,0.08000000000000007,0.8163265306122448,0,57.59,Average,2,Premium Customers
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,25,Debit Card,Bi-Weekly,Young Adult,14,2288,0,25,Premium,0.8500000000000001,0.15999999999999992,0.4897959183673469,0,51.89,Average,1,High-Spending Customers
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,No,Standard,Yes,47,PayPal,Quarterly,Adult,90,2544,0,47,Premium,0.4125000000000001,0.20000000000000018,0.9387755102040816,0,48.66,Average,3,Loyal Customers
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,20,Cash,Annually,Senior,365,2058,0,20,Gold,0.9750000000000001,0.32000000000000006,0.38775510204081626,0,57.03,Average,1,High-Spending Customers
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,42,PayPal,Annually,Senior,365,2451,0,42,Premium,0.4625,0.72,0.836734693877551,0,58.0,Average,2,Premium Customers
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,16,Bank Transfer,Monthly,Adult,30,1360,0,16,Gold,0.75,0.7600000000000002,0.3061224489795918,0,54.38,Average,1,High-Spending Customers
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,32,Credit Card,Every 3 Months,Adult,90,957,0,32,Silver,0.11250000000000004,0.6399999999999999,0.6326530612244897,0,36.28,At Risk,3,Loyal Customers
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,37,PayPal,Quarterly,Middle-aged,90,2774,0,37,Premium,0.6625000000000001,0.2400000000000002,0.7346938775510203,0,53.34,Average,2,Premium Customers
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,Standard,Yes,1,PayPal,Monthly,Middle-aged,30,64,0,1,Bronze,0.15000000000000002,0.8,0.0,0,22.0,At Risk,0,At-Risk Customers
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,No,Next Day Air,Yes,37,Bank Transfer,Weekly,Middle-aged,7,2584,0,37,Premium,0.6000000000000001,0.9199999999999999,0.7346938775510203,0,64.44,Healthy,2,Premium Customers
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Express,Yes,5,Venmo,Quarterly,Young Adult,90,582,0,5,Bronze,0.9625000000000001,1.0,0.08163265306122448,0,60.95,Healthy,1,High-Spending Customers
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,No,Next Day Air,Yes,31,Venmo,Fortnightly,Young Adult,14,3136,0,31,Premium,0.9750000000000001,0.11999999999999988,0.6122448979591836,0,59.77,Average,2,Premium Customers
1280,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,18,Debit Card,Annually,Senior,365,1064,0,18,Silver,0.45000000000000007,0.4800000000000002,0.346938775510204,0,38.01,At Risk,0,At-Risk Customers
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,No,2-Day Shipping,Yes,39,Venmo,Every 3 Months,Young Adult,90,3120,0,39,Premium,0.7250000000000001,0.7600000000000002,0.7755102040816325,0,67.47,Healthy,2,Premium Customers
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Store Pickup,Yes,8,Venmo,Bi-Weekly,Young Adult,14,729,0,8,Silver,0.7625,0.8,0.14285714285714285,0,50.79,Average,1,High-Spending Customers
1283,24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,No,Free Shipping,Yes,20,Venmo,Monthly,Young Adult,30,1428,0,20,Gold,0.6000000000000001,0.20000000000000018,0.38775510204081626,0,39.63,At Risk,1,High-Spending Customers
1284,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,23,Debit Card,Every 3 Months,Senior,90,2256,0,23,Gold,0.925,0.56,0.44897959183673464,0,61.67,Healthy,2,Premium Customers
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,No,Express,Yes,38,PayPal,Fortnightly,Senior,14,3627,0,38,Premium,0.9125000000000001,0.56,0.7551020408163265,0,70.35,Healthy,2,Premium Customers
1286,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly,Senior,14,4554,0,45,Premium,0.9875,0.40000000000000013,0.8979591836734693,0,74.44,Healthy,2,Premium Customers
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,No,Next Day Air,Yes,44,Debit Card,Fortnightly,Adult,14,2205,0,44,Gold,0.36250000000000004,0.9600000000000002,0.8775510204081631,0,60.03,Healthy,3,Loyal Customers
1288,24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,No,Standard,Yes,20,PayPal,Monthly,Young Adult,30,588,0,20,Bronze,0.10000000000000003,0.3600000000000001,0.38775510204081626,0,22.83,At Risk,0,At-Risk Customers
1289,66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,No,Standard,Yes,34,PayPal,Bi-Weekly,Senior,14,3255,0,34,Premium,0.9125000000000001,0.6399999999999999,0.673469387755102,0,69.5,Healthy,2,Premium Customers
1290,35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,No,Next Day Air,Yes,10,PayPal,Weekly,Adult,7,264,0,10,Bronze,0.050000000000000044,0.15999999999999992,0.18367346938775508,0,10.71,At Risk,0,At-Risk Customers
